runID,mode,seedUsed,tardiness
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,0.000000
814133,FLOW,1,22.240668
814133,FLOW,1,37.515633
814133,FLOW,1,49.382006
814133,FLOW,1,59.206209
814133,FLOW,1,74.525461
814133,FLOW,1,97.594677
814133,FLOW,1,96.989032
814133,FLOW,1,107.099385
814133,FLOW,1,115.794101
