runID,mode,seedUsed,tardiness
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,0.000000
570932,FLOW,1,2.684648
570932,FLOW,1,35.048599
570932,FLOW,1,38.865880
570932,FLOW,1,54.556717
570932,FLOW,1,94.277991
570932,FLOW,1,92.865857
570932,FLOW,1,116.894339
