runID,mode,seedUsed,tardiness
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,0.000000
96662,FLOW,1,3.732432
96662,FLOW,1,1.776093
96662,FLOW,1,12.735762
96662,FLOW,1,20.804816
96662,FLOW,1,45.624698
96662,FLOW,1,40.322594
96662,FLOW,1,60.726248
96662,FLOW,1,76.355020
96662,FLOW,1,87.521893
96662,FLOW,1,108.894973
96662,FLOW,1,107.122803
96662,FLOW,1,116.352456
