runID,mode,seedUsed,tardiness
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,0.000000
150547,FLOW,1,17.785835
150547,FLOW,1,18.387606
150547,FLOW,1,36.235180
150547,FLOW,1,40.968418
150547,FLOW,1,48.171668
150547,FLOW,1,69.370334
150547,FLOW,1,78.993784
150547,FLOW,1,98.636690
150547,FLOW,1,108.546675
150547,FLOW,1,116.300302
