runID,mode,seedUsed,measuring,simT,machine,down,availability,opT,proc,ict,performance,quality,oee
118305,FLOW,1,1,700.000000,M1,180.000000,0.742857,520.000000,1400,7.500000,1.000000,1.000000,0.742857
118305,FLOW,1,1,700.000000,M2,15.000000,0.978571,685.000000,67,8.000000,0.782482,1.000000,0.765714
118305,FLOW,1,1,700.000000,M3,20.000000,0.971429,680.000000,64,10.000000,0.941176,1.000000,0.914286
118305,FLOW,1,1,700.000000,M4,0.000000,1.000000,700.000000,63,6.500000,0.585000,1.000000,0.585000
118305,FLOW,1,1,700.000000,M5,25.000000,0.964286,675.000000,43,9.000000,0.573333,1.000000,0.552857
118305,FLOW,1,1,700.000000,J1,0.000000,1.000000,700.000000,21,5.000000,0.150000,1.000000,0.150000
122706,FLOW,1,1,700.000000,M1,167.000000,0.761429,533.000000,1427,7.500000,1.000000,1.000000,0.761429
122706,FLOW,1,1,700.000000,M2,15.000000,0.978571,685.000000,61,8.000000,0.712409,1.000000,0.697143
122706,FLOW,1,1,700.000000,M3,20.000000,0.971429,680.000000,68,10.000000,1.000000,1.000000,0.971429
122706,FLOW,1,1,700.000000,M4,0.000000,1.000000,700.000000,63,6.500000,0.585000,1.000000,0.585000
122706,FLOW,1,1,700.000000,M5,25.000000,0.964286,675.000000,47,9.000000,0.626667,1.000000,0.604286
122706,FLOW,1,1,700.000000,J1,0.000000,1.000000,700.000000,17,5.000000,0.121429,1.000000,0.121429
125010,FLOW,1,1,700.000000,M1,180.000000,0.742857,520.000000,1400,7.500000,1.000000,1.000000,0.742857
125010,FLOW,1,1,700.000000,M2,15.000000,0.978571,685.000000,63,8.000000,0.735766,1.000000,0.720000
125010,FLOW,1,1,700.000000,M3,10.000000,0.985714,690.000000,49,10.000000,0.710145,1.000000,0.700000
125010,FLOW,1,1,700.000000,M4,0.000000,1.000000,700.000000,48,6.500000,0.445714,1.000000,0.445714
125010,FLOW,1,1,700.000000,M5,25.000000,0.964286,675.000000,36,9.000000,0.480000,1.000000,0.462857
125010,FLOW,1,1,700.000000,J1,0.000000,1.000000,700.000000,8,5.000000,0.057143,1.000000,0.057143
127260,FLOW,1,1,700.000000,M1,180.000000,0.742857,520.000000,1400,7.500000,1.000000,1.000000,0.742857
127260,FLOW,1,1,700.000000,M2,15.000000,0.978571,685.000000,64,8.000000,0.747445,1.000000,0.731429
127260,FLOW,1,1,700.000000,M3,20.000000,0.971429,680.000000,53,10.000000,0.779412,1.000000,0.757143
127260,FLOW,1,1,700.000000,M4,0.000000,1.000000,700.000000,53,6.500000,0.492143,1.000000,0.492143
127260,FLOW,1,1,700.000000,M5,25.000000,0.964286,675.000000,37,9.000000,0.493333,1.000000,0.475714
127260,FLOW,1,1,700.000000,J1,0.000000,1.000000,700.000000,13,5.000000,0.092857,1.000000,0.092857
129056,FLOW,1,1,700.000000,M1,161.786435,0.768877,538.213565,1367,7.500000,1.000000,1.000000,0.768877
129056,FLOW,1,1,700.000000,M2,15.000000,0.978571,685.000000,63,8.000000,0.735766,1.000000,0.720000
129056,FLOW,1,1,700.000000,M3,20.000000,0.971429,680.000000,68,10.000000,1.000000,1.000000,0.971429
129056,FLOW,1,1,700.000000,M4,0.000000,1.000000,700.000000,68,6.500000,0.631429,1.000000,0.631429
129056,FLOW,1,1,700.000000,M5,25.000000,0.964286,675.000000,45,9.000000,0.600000,1.000000,0.578571
129056,FLOW,1,1,700.000000,J1,0.000000,1.000000,700.000000,21,5.000000,0.150000,1.000000,0.150000
130273,FLOW,1,1,700.000000,M1,237.831132,0.660241,462.168868,1436,7.500000,1.000000,1.000000,0.660241
130273,FLOW,1,1,700.000000,M2,15.000000,0.978571,685.000000,66,8.000000,0.770803,1.000000,0.754286
130273,FLOW,1,1,700.000000,M3,20.000000,0.971429,680.000000,68,10.000000,1.000000,1.000000,0.971429
130273,FLOW,1,1,700.000000,M4,0.000000,1.000000,700.000000,65,6.500000,0.603571,1.000000,0.603571
130273,FLOW,1,1,700.000000,M5,25.000000,0.964286,675.000000,47,9.000000,0.626667,1.000000,0.604286
130273,FLOW,1,1,700.000000,J1,0.000000,1.000000,700.000000,15,5.000000,0.107143,1.000000,0.107143
131254,FLOW,1,1,700.000000,M1,180.000000,0.742857,520.000000,1400,7.500000,1.000000,1.000000,0.742857
131254,FLOW,1,1,700.000000,M2,15.000000,0.978571,685.000000,67,8.000000,0.782482,1.000000,0.765714
131254,FLOW,1,1,700.000000,M3,20.000000,0.971429,680.000000,68,10.000000,1.000000,1.000000,0.971429
131254,FLOW,1,1,700.000000,M4,0.000000,1.000000,700.000000,68,6.500000,0.631429,1.000000,0.631429
131254,FLOW,1,1,700.000000,M5,25.000000,0.964286,675.000000,50,9.000000,0.666667,1.000000,0.642857
131254,FLOW,1,1,700.000000,J1,0.000000,1.000000,700.000000,12,5.000000,0.085714,1.000000,0.085714
132178,FLOW,1,1,700.000000,M1,180.000000,0.742857,520.000000,1400,7.500000,1.000000,1.000000,0.742857
132178,FLOW,1,1,700.000000,M2,15.000000,0.978571,685.000000,66,8.000000,0.770803,1.000000,0.754286
132178,FLOW,1,1,700.000000,M3,20.000000,0.971429,680.000000,67,10.000000,0.985294,1.000000,0.957143
132178,FLOW,1,1,700.000000,M4,0.000000,1.000000,700.000000,68,6.500000,0.631429,1.000000,0.631429
132178,FLOW,1,1,700.000000,M5,25.000000,0.964286,675.000000,51,9.000000,0.680000,1.000000,0.655714
132178,FLOW,1,1,700.000000,J1,0.000000,1.000000,700.000000,12,5.000000,0.085714,1.000000,0.085714
133201,FLOW,1,1,700.000000,M1,180.000000,0.742857,520.000000,1400,7.500000,1.000000,1.000000,0.742857
133201,FLOW,1,1,700.000000,M2,15.000000,0.978571,685.000000,62,8.000000,0.724088,1.000000,0.708571
133201,FLOW,1,1,700.000000,M3,20.000000,0.971429,680.000000,62,10.000000,0.911765,1.000000,0.885714
133201,FLOW,1,1,700.000000,M4,0.000000,1.000000,700.000000,64,6.500000,0.594286,1.000000,0.594286
133201,FLOW,1,1,700.000000,M5,25.000000,0.964286,675.000000,41,9.000000,0.546667,1.000000,0.527143
133201,FLOW,1,1,700.000000,J1,0.000000,1.000000,700.000000,20,5.000000,0.142857,1.000000,0.142857
134012,FLOW,1,1,700.000000,M1,180.000000,0.742857,520.000000,1400,7.500000,1.000000,1.000000,0.742857
134012,FLOW,1,1,700.000000,M2,15.000000,0.978571,685.000000,60,8.000000,0.700730,1.000000,0.685714
