runID,mode,seedUsed,produced,good,bad,avgLead,avgTard,energy_kWh,co2_kg,energyPerPart_kWh,co2PerPart_kg,revenue_total,cost_total,tardPenalty_total,profit,cost_energy_calc,cost_material_calc,cost_labor_calc,cost_total_calc
782575,FLOW,1,40,40,0,646.0658,13.6647,94.367636,28.310291,2.359191,0.707757,3200.0000,423.5919,27.3294,2749.0787,23.5919,400.0000,0.0000,423.5919
787734,FLOW,1,38,38,0,694.4506,17.0110,79.126155,23.737846,2.082267,0.624680,3040.0000,399.7815,32.3208,2607.8976,19.7815,380.0000,0.0000,399.7815
790151,FLOW,1,40,40,0,628.1000,13.0569,96.910319,29.073096,2.422758,0.726827,3200.0000,424.2276,26.1138,2749.6586,24.2276,400.0000,0.0000,424.2276
792084,FLOW,1,37,37,0,623.5606,17.2930,86.966729,26.090019,2.350452,0.705136,2960.0000,391.7417,31.9920,2536.2663,21.7417,370.0000,0.0000,391.7417
793418,FLOW,1,44,44,0,594.1634,10.4367,100.726811,30.218043,2.289246,0.686774,3520.0000,465.1817,22.9607,3031.8576,25.1817,440.0000,0.0000,465.1817
794604,FLOW,1,35,35,0,654.7364,21.1741,81.541495,24.462449,2.329757,0.698927,2800.0000,370.3854,37.0547,2392.5599,20.3854,350.0000,0.0000,370.3854
795419,FLOW,1,45,45,0,627.7981,10.2823,106.833544,32.050063,2.374079,0.712224,3600.0000,476.7084,23.1351,3100.1565,26.7084,450.0000,0.0000,476.7084
796236,FLOW,1,44,44,0,637.1837,11.0156,99.627537,29.888261,2.264262,0.679279,3520.0000,464.9069,24.2342,3030.8589,24.9069,440.0000,0.0000,464.9069
797297,FLOW,1,42,42,0,604.6827,10.8129,96.893527,29.068058,2.306989,0.692097,3360.0000,444.2234,22.7070,2893.0696,24.2234,420.0000,0.0000,444.2234
798086,FLOW,1,46,46,0,619.3073,11.3207,104.979163,31.493749,2.282156,0.684647,3680.0000,486.2448,26.0377,3167.7175,26.2448,460.0000,0.0000,486.2448
798900,FLOW,1,43,43,0,636.7396,8.0410,99.136162,29.740848,2.305492,0.691648,3440.0000,454.7840,17.2882,2967.9277,24.7840,430.0000,0.0000,454.7840
799783,FLOW,1,50,50,0,637.7009,9.3807,117.380755,35.214227,2.347615,0.704285,4000.0000,529.3452,23.4518,3447.2030,29.3452,500.0000,0.0000,529.3452
800646,FLOW,1,37,37,0,650.2322,21.8492,82.306944,24.692083,2.224512,0.667354,2960.0000,390.5767,40.4210,2529.0023,20.5767,370.0000,0.0000,390.5767
801483,FLOW,1,49,49,0,600.1642,5.3326,110.291576,33.087473,2.250848,0.675255,3920.0000,517.5729,13.0650,3389.3621,27.5729,490.0000,0.0000,517.5729
802240,FLOW,1,36,36,0,715.5313,16.1597,76.498427,22.949528,2.124956,0.637487,2880.0000,379.1246,29.0875,2471.7879,19.1246,360.0000,0.0000,379.1246
803030,FLOW,1,33,33,0,689.5060,20.4600,77.005198,23.101559,2.333491,0.700047,2640.0000,349.2513,33.7591,2256.9896,19.2513,330.0000,0.0000,349.2513
803822,FLOW,1,52,52,0,609.8551,10.0976,113.181652,33.954496,2.176570,0.652971,4160.0000,548.2954,26.2538,3585.4508,28.2954,520.0000,0.0000,548.2954
804600,FLOW,1,42,42,0,640.7596,15.4844,94.460887,28.338266,2.249069,0.674721,3360.0000,443.6152,32.5172,2883.8675,23.6152,420.0000,0.0000,443.6152
805415,FLOW,1,54,54,0,650.8361,12.8241,122.132330,36.639699,2.261710,0.678513,4320.0000,570.5331,34.6251,3714.8418,30.5331,540.0000,0.0000,570.5331
806193,FLOW,1,50,50,0,616.0214,8.1283,111.413725,33.424117,2.228274,0.668482,4000.0000,527.8534,20.3208,3451.8258,27.8534,500.0000,0.0000,527.8534
807114,FLOW,1,50,50,0,612.4359,9.2931,108.072597,32.421779,2.161452,0.648436,4000.0000,527.0181,23.2328,3449.7491,27.0181,500.0000,0.0000,527.0181
807909,FLOW,1,45,45,0,634.4203,10.3648,106.022746,31.806824,2.356061,0.706818,3600.0000,476.5057,23.3208,3100.1735,26.5057,450.0000,0.0000,476.5057
808691,FLOW,1,46,46,0,615.4352,8.7788,102.432139,30.729642,2.226786,0.668036,3680.0000,485.6080,20.1912,3174.2007,25.6080,460.0000,0.0000,485.6080
809496,FLOW,1,46,46,0,650.9769,10.1490,102.339948,30.701984,2.224781,0.667434,3680.0000,485.5850,23.3427,3171.0723,25.5850,460.0000,0.0000,485.5850
810314,FLOW,1,55,55,0,638.8299,11.2717,119.992597,35.997779,2.181684,0.654505,4400.0000,579.9981,30.9972,3789.0046,29.9981,550.0000,0.0000,579.9981
811127,FLOW,1,43,43,0,602.4268,11.4300,109.106625,32.731988,2.537363,0.761209,3440.0000,457.2767,24.5744,2958.1489,27.2767,430.0000,0.0000,457.2767
811910,FLOW,1,49,49,0,579.8906,11.7501,103.705784,31.111735,2.116445,0.634933,3920.0000,515.9264,28.7878,3375.2857,25.9264,490.0000,0.0000,515.9264
812624,FLOW,1,46,46,0,658.4294,13.0567,112.106907,33.632072,2.437107,0.731132,3680.0000,488.0267,30.0305,3161.9428,28.0267,460.0000,0.0000,488.0267
813383,FLOW,1,39,39,0,609.2466,12.2632,88.724104,26.617231,2.274977,0.682493,3120.0000,412.1810,23.9132,2683.9057,22.1810,390.0000,0.0000,412.1810
814133,FLOW,1,42,42,0,656.3622,15.7226,99.367889,29.810367,2.365902,0.709771,3360.0000,444.8420,33.0174,2882.1407,24.8420,420.0000,0.0000,444.8420
