runID,mode,seedUsed,machine,downFail,downPM,downFail_meas,downPM_meas
634532,FLOW,1,M1,164.334520,315.000000,102.441210,243.000000
634532,FLOW,1,M2,0.000000,60.000000,0.000000,45.000000
634532,FLOW,1,M3,0.000000,0.000000,0.000000,0.000000
634532,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
634532,FLOW,1,M5,0.000000,0.000000,0.000000,0.000000
634532,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
639031,FLOW,1,M1,97.894585,315.000000,86.419906,225.000000
639031,FLOW,1,M2,0.000000,45.000000,0.000000,45.000000
639031,FLOW,1,M3,0.000000,0.000000,0.000000,0.000000
639031,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
639031,FLOW,1,M5,0.000000,0.000000,0.000000,0.000000
639031,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
641283,FLOW,1,M1,31.389871,330.000000,4.049812,240.000000
641283,FLOW,1,M2,0.000000,60.000000,0.000000,45.000000
641283,FLOW,1,M3,0.000000,0.000000,0.000000,0.000000
641283,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
641283,FLOW,1,M5,0.000000,0.000000,0.000000,0.000000
641283,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
643577,FLOW,1,M1,24.042904,345.000000,24.042904,240.000000
643577,FLOW,1,M2,0.000000,60.000000,0.000000,45.000000
643577,FLOW,1,M3,0.000000,0.000000,0.000000,0.000000
643577,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
643577,FLOW,1,M5,0.000000,0.000000,0.000000,0.000000
643577,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
645446,FLOW,1,M1,187.209233,330.000000,161.500180,240.000000
645446,FLOW,1,M2,0.000000,45.000000,0.000000,30.000000
645446,FLOW,1,M3,0.000000,0.000000,0.000000,0.000000
645446,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
645446,FLOW,1,M5,0.000000,0.000000,0.000000,0.000000
645446,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
647032,FLOW,1,M1,81.441228,315.000000,51.217090,240.000000
647032,FLOW,1,M2,0.000000,60.000000,0.000000,45.000000
647032,FLOW,1,M3,0.000000,0.000000,0.000000,0.000000
647032,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
647032,FLOW,1,M5,0.000000,0.000000,0.000000,0.000000
647032,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
648527,FLOW,1,M1,98.467551,300.000000,37.777345,225.000000
648527,FLOW,1,M2,0.000000,60.000000,0.000000,45.000000
648527,FLOW,1,M3,0.000000,0.000000,0.000000,0.000000
648527,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
648527,FLOW,1,M5,0.000000,0.000000,0.000000,0.000000
648527,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
649713,FLOW,1,M1,46.002234,345.000000,46.002234,240.000000
649713,FLOW,1,M2,0.000000,60.000000,0.000000,45.000000
649713,FLOW,1,M3,0.000000,0.000000,0.000000,0.000000
649713,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
649713,FLOW,1,M5,0.000000,0.000000,0.000000,0.000000
649713,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
