runID,mode,seedUsed,tardiness
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,0.000000
669582,FLOW,1,8.681626
669582,FLOW,1,10.179939
669582,FLOW,1,37.141690
669582,FLOW,1,38.975537
669582,FLOW,1,49.501959
669582,FLOW,1,66.291044
669582,FLOW,1,68.771012
669582,FLOW,1,80.334536
669582,FLOW,1,89.989619
669582,FLOW,1,106.323801
