runID,mode,seedUsed,machine,downFail,downPM,downFail_meas,downPM_meas
118305,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
118305,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
118305,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
118305,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
118305,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
118305,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
122706,FLOW,1,M1,32.824727,220.000000,0.000000,167.000000
122706,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
122706,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
122706,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
122706,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
122706,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
125010,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
125010,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
125010,FLOW,1,M3,0.000000,10.000000,0.000000,10.000000
125010,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
125010,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
125010,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
127260,FLOW,1,M1,32.925069,220.000000,0.000000,180.000000
127260,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
127260,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
127260,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
127260,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
127260,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
129056,FLOW,1,M1,21.786435,200.000000,21.786435,140.000000
129056,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
129056,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
129056,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
129056,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
129056,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
130273,FLOW,1,M1,226.211591,220.000000,75.831132,162.000000
130273,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
130273,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
130273,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
130273,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
130273,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
131254,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
131254,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
131254,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
131254,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
131254,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
131254,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
132178,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
132178,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
132178,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
132178,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
132178,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
132178,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
133201,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
133201,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
133201,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
133201,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
133201,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
133201,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
134012,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
134012,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
134012,FLOW,1,M3,0.000000,10.000000,0.000000,10.000000
134012,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
134012,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
134012,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
135057,FLOW,1,M1,31.270984,220.000000,31.270984,160.000000
135057,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
135057,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
135057,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
135057,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
135057,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
135912,FLOW,1,M1,123.264528,200.000000,123.264528,140.000000
135912,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
135912,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
135912,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
135912,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
135912,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
136715,FLOW,1,M1,21.769661,220.000000,0.000000,161.000000
136715,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
136715,FLOW,1,M3,0.000000,10.000000,0.000000,10.000000
136715,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
136715,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
136715,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
137502,FLOW,1,M1,35.158329,220.000000,0.000000,160.000000
137502,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
137502,FLOW,1,M3,0.000000,10.000000,0.000000,10.000000
137502,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
137502,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
137502,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
138337,FLOW,1,M1,126.953982,220.000000,126.953982,160.000000
138337,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
138337,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
138337,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
138337,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
138337,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
139153,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
139153,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
139153,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
139153,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
139153,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
139153,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
140347,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
140347,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
140347,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
140347,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
140347,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
140347,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
141219,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
141219,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
141219,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
141219,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
141219,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
141219,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
141960,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
141960,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
141960,FLOW,1,M3,0.000000,10.000000,0.000000,10.000000
141960,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
141960,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
141960,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
142820,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
142820,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
142820,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
142820,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
142820,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
142820,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
143581,FLOW,1,M1,86.872735,200.000000,20.755491,160.000000
143581,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
143581,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
143581,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
143581,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
143581,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
