runID,mode,seedUsed,leadTime
814133,FLOW,1,300.055955
814133,FLOW,1,317.767127
814133,FLOW,1,366.411687
814133,FLOW,1,387.881470
814133,FLOW,1,417.216928
814133,FLOW,1,428.503360
814133,FLOW,1,454.536126
814133,FLOW,1,458.290381
814133,FLOW,1,469.423005
814133,FLOW,1,487.586596
814133,FLOW,1,487.990037
814133,FLOW,1,519.806661
814133,FLOW,1,533.238751
814133,FLOW,1,548.803628
814133,FLOW,1,555.025062
814133,FLOW,1,571.571868
814133,FLOW,1,595.193113
814133,FLOW,1,606.114811
814133,FLOW,1,615.104493
814133,FLOW,1,632.608295
814133,FLOW,1,642.838273
814133,FLOW,1,653.181278
814133,FLOW,1,696.329157
814133,FLOW,1,692.295093
814133,FLOW,1,708.670791
814133,FLOW,1,730.517522
814133,FLOW,1,730.479692
814133,FLOW,1,759.863189
814133,FLOW,1,761.494040
814133,FLOW,1,769.789117
814133,FLOW,1,814.118248
814133,FLOW,1,813.282798
814133,FLOW,1,820.878497
814133,FLOW,1,862.240668
814133,FLOW,1,877.515633
814133,FLOW,1,889.382006
814133,FLOW,1,899.206209
814133,FLOW,1,914.525461
814133,FLOW,1,937.594677
814133,FLOW,1,936.989032
814133,FLOW,1,947.099385
814133,FLOW,1,955.794101
