runID,mode,seedUsed,measuring,simT,machine,down,availability,opT,proc,ict,performance,quality,oee
539367,FLOW,1,1,700.000000,M1,180.000000,0.742857,520.000000,1400,7.500000,1.000000,1.000000,0.742857
539367,FLOW,1,1,700.000000,M2,15.000000,0.978571,685.000000,68,8.000000,0.794161,1.000000,0.777143
539367,FLOW,1,1,700.000000,M3,20.000000,0.971429,680.000000,62,10.000000,0.911765,1.000000,0.885714
539367,FLOW,1,1,700.000000,M4,0.000000,1.000000,700.000000,61,6.500000,0.566429,1.000000,0.566429
539367,FLOW,1,1,700.000000,M5,25.000000,0.964286,675.000000,42,9.000000,0.560000,1.000000,0.540000
539367,FLOW,1,1,700.000000,J1,0.000000,1.000000,700.000000,18,5.000000,0.128571,1.000000,0.128571
543959,FLOW,1,1,700.000000,M1,192.360288,0.725200,507.639712,1398,7.500000,1.000000,1.000000,0.725200
543959,FLOW,1,1,700.000000,M2,15.000000,0.978571,685.000000,68,8.000000,0.794161,1.000000,0.777143
543959,FLOW,1,1,700.000000,M3,20.000000,0.971429,680.000000,57,10.000000,0.838235,1.000000,0.814286
543959,FLOW,1,1,700.000000,M4,0.000000,1.000000,700.000000,57,6.500000,0.529286,1.000000,0.529286
543959,FLOW,1,1,700.000000,M5,25.000000,0.964286,675.000000,38,9.000000,0.506667,1.000000,0.488571
543959,FLOW,1,1,700.000000,J1,0.000000,1.000000,700.000000,20,5.000000,0.142857,1.000000,0.142857
546096,FLOW,1,1,700.000000,M1,180.000000,0.742857,520.000000,1400,7.500000,1.000000,1.000000,0.742857
546096,FLOW,1,1,700.000000,M2,15.000000,0.978571,685.000000,64,8.000000,0.747445,1.000000,0.731429
546096,FLOW,1,1,700.000000,M3,20.000000,0.971429,680.000000,68,10.000000,1.000000,1.000000,0.971429
546096,FLOW,1,1,700.000000,M4,0.000000,1.000000,700.000000,68,6.500000,0.631429,1.000000,0.631429
546096,FLOW,1,1,700.000000,M5,25.000000,0.964286,675.000000,50,9.000000,0.666667,1.000000,0.642857
546096,FLOW,1,1,700.000000,J1,0.000000,1.000000,700.000000,18,5.000000,0.128571,1.000000,0.128571
548021,FLOW,1,1,700.000000,M1,180.000000,0.742857,520.000000,1400,7.500000,1.000000,1.000000,0.742857
548021,FLOW,1,1,700.000000,M2,15.000000,0.978571,685.000000,64,8.000000,0.747445,1.000000,0.731429
548021,FLOW,1,1,700.000000,M3,20.000000,0.971429,680.000000,58,10.000000,0.852941,1.000000,0.828571
548021,FLOW,1,1,700.000000,M4,0.000000,1.000000,700.000000,59,6.500000,0.547857,1.000000,0.547857
548021,FLOW,1,1,700.000000,M5,25.000000,0.964286,675.000000,41,9.000000,0.546667,1.000000,0.527143
548021,FLOW,1,1,700.000000,J1,0.000000,1.000000,700.000000,17,5.000000,0.121429,1.000000,0.121429
549418,FLOW,1,1,700.000000,M1,180.000000,0.742857,520.000000,1400,7.500000,1.000000,1.000000,0.742857
549418,FLOW,1,1,700.000000,M2,15.000000,0.978571,685.000000,64,8.000000,0.747445,1.000000,0.731429
549418,FLOW,1,1,700.000000,M3,20.000000,0.971429,680.000000,69,10.000000,1.000000,1.000000,0.971429
549418,FLOW,1,1,700.000000,M4,0.000000,1.000000,700.000000,58,6.500000,0.538571,1.000000,0.538571
549418,FLOW,1,1,700.000000,M5,25.000000,0.964286,675.000000,45,9.000000,0.600000,1.000000,0.578571
549418,FLOW,1,1,700.000000,J1,0.000000,1.000000,700.000000,15,5.000000,0.107143,1.000000,0.107143
550652,FLOW,1,1,700.000000,M1,180.000000,0.742857,520.000000,1400,7.500000,1.000000,1.000000,0.742857
550652,FLOW,1,1,700.000000,M2,15.000000,0.978571,685.000000,67,8.000000,0.782482,1.000000,0.765714
550652,FLOW,1,1,700.000000,M3,20.000000,0.971429,680.000000,68,10.000000,1.000000,1.000000,0.971429
550652,FLOW,1,1,700.000000,M4,0.000000,1.000000,700.000000,69,6.500000,0.640714,1.000000,0.640714
550652,FLOW,1,1,700.000000,M5,25.000000,0.964286,675.000000,55,9.000000,0.733333,1.000000,0.707143
550652,FLOW,1,1,700.000000,J1,0.000000,1.000000,700.000000,9,5.000000,0.064286,1.000000,0.064286
551613,FLOW,1,1,700.000000,M1,180.000000,0.742857,520.000000,1400,7.500000,1.000000,1.000000,0.742857
551613,FLOW,1,1,700.000000,M2,15.000000,0.978571,685.000000,63,8.000000,0.735766,1.000000,0.720000
551613,FLOW,1,1,700.000000,M3,20.000000,0.971429,680.000000,68,10.000000,1.000000,1.000000,0.971429
551613,FLOW,1,1,700.000000,M4,0.000000,1.000000,700.000000,70,6.500000,0.650000,1.000000,0.650000
551613,FLOW,1,1,700.000000,M5,25.000000,0.964286,675.000000,51,9.000000,0.680000,1.000000,0.655714
