runID,mode,seedUsed,machine,downFail,downPM,downFail_meas,downPM_meas
782575,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
782575,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
782575,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
782575,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
782575,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
782575,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
787734,FLOW,1,M1,38.968849,220.000000,38.968849,160.000000
787734,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
787734,FLOW,1,M3,0.000000,10.000000,0.000000,10.000000
787734,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
787734,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
787734,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
790151,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
790151,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
790151,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
790151,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
790151,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
790151,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
792084,FLOW,1,M1,32.531547,220.000000,32.531547,160.000000
792084,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
792084,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
792084,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
792084,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
792084,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
793418,FLOW,1,M1,41.083767,220.000000,0.000000,178.000000
793418,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
793418,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
793418,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
793418,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
793418,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
794604,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
794604,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
794604,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
794604,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
794604,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
794604,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
795419,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
795419,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
795419,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
795419,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
795419,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
795419,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
796236,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
796236,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
796236,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
796236,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
796236,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
796236,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
797297,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
797297,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
797297,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
797297,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
797297,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
797297,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
798086,FLOW,1,M1,57.704067,220.000000,7.272983,168.000000
798086,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
798086,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
798086,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
798086,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
798086,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
798900,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
798900,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
798900,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
798900,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
798900,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
798900,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
799783,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
799783,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
799783,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
799783,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
799783,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
799783,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
800646,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
800646,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
800646,FLOW,1,M3,0.000000,10.000000,0.000000,10.000000
800646,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
800646,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
800646,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
801483,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
801483,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
801483,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
801483,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
801483,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
801483,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
802240,FLOW,1,M1,43.821807,220.000000,43.821807,160.000000
802240,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
802240,FLOW,1,M3,0.000000,10.000000,0.000000,10.000000
802240,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
802240,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
802240,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
803030,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
803030,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
803030,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
803030,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
803030,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
803030,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
803822,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
803822,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
803822,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
803822,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
803822,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
803822,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
804600,FLOW,1,M1,149.271282,220.000000,149.271282,160.000000
804600,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
804600,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
804600,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
804600,FLOW,1,M5,0.000000,25.000000,0.000000,25.000000
804600,FLOW,1,J1,0.000000,0.000000,0.000000,0.000000
805415,FLOW,1,M1,0.000000,240.000000,0.000000,180.000000
805415,FLOW,1,M2,0.000000,15.000000,0.000000,15.000000
805415,FLOW,1,M3,0.000000,20.000000,0.000000,20.000000
805415,FLOW,1,M4,0.000000,0.000000,0.000000,0.000000
