scenario,bestIter,bestJ,bestProfit,bestProduced,bestGood,best_th,best_epp,best_cpp,best_avgLead,best_avgTard,best_oeeLine,best_thr_M1,best_pm_M1,best_mttf_M1,best_mttr_M1,best_thr_M2,best_pm_M2,best_mttf_M2,best_mttr_M2,best_thr_M3,best_pm_M3,best_mttf_M3,best_mttr_M3,best_thr_M4,best_pm_M4,best_mttf_M4,best_mttr_M4,best_thr_M5,best_pm_M5,best_mttf_M5,best_mttr_M5,best_thr_J1,best_pm_J1,best_mttf_J1,best_mttr_J1
S1_profit,63,2499.739598,2499.7396,36,36,5.400000,2.251156,0.675347,483.686454,0.000000,0.900000,30.0,20.0,1050.0,40.0,110.0,15.0,600.0,10.0,100.0,30.0,500.0,35.0,50.0,5.0,350.0,45.0,100.0,15.0,950.0,45.0,75.0,15.0,350.0,35.0
