scenario,iter,profit,produced,good,th_per_hr,epp,J
S4_weighted,76,2811.3927,41,41,3.514286,2.236850,4034.682136
S4_weighted,77,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,78,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,79,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,80,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,81,3096.1744,45,45,3.857143,2.258638,4439.398511
S4_weighted,82,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,83,3309.2524,48,48,4.114286,2.217072,4742.601222
S4_weighted,84,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,85,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,86,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,87,3030.0267,44,44,3.771429,2.245964,4343.288813
S4_weighted,88,2885.0693,42,42,3.600000,2.273244,4138.249562
S4_weighted,89,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,90,3239.9509,47,47,4.028571,2.281840,4643.105389
S4_weighted,91,3172.5711,46,46,3.942857,2.251951,4545.815249
S4_weighted,92,3089.5841,45,45,3.857143,2.119457,4433.225738
S4_weighted,93,2885.0693,42,42,3.600000,2.273244,4138.249562
S4_weighted,94,2950.6803,43,43,3.685714,2.391594,4233.505475
S4_weighted,95,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,96,3170.2659,46,46,3.942857,2.323532,4543.295263
S4_weighted,97,3159.3043,46,46,3.942857,2.192594,4532.726506
S4_weighted,98,2964.8009,43,43,3.685714,2.357143,4247.729474
S4_weighted,99,2818.0077,41,41,3.514286,2.234634,4041.303845
S4_weighted,100,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,101,3364.9704,49,49,4.200000,2.285019,4828.115313
S4_weighted,102,2816.6578,41,41,3.514286,2.418728,4039.401663
S4_weighted,103,3170.2659,46,46,3.942857,2.323532,4543.295263
S4_weighted,104,2953.5295,43,43,3.685714,2.422373,4236.262384
S4_weighted,105,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,106,3513.8281,51,51,4.371429,2.164253,5037.335305
S4_weighted,107,3378.0581,49,49,4.200000,2.285247,4841.202354
S4_weighted,108,3019.1495,44,44,3.771429,2.256772,4332.379170
S4_weighted,109,2967.4392,43,43,3.685714,2.311291,4250.505299
S4_weighted,110,3161.1049,46,46,3.942857,2.238898,4534.388182
S4_weighted,111,2614.1411,38,38,3.257143,2.331472,3747.146673
S4_weighted,112,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,113,3176.8012,46,46,3.942857,2.230457,4550.109779
S4_weighted,114,3048.3845,44,44,3.771429,2.163292,4361.894606
S4_weighted,115,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,116,2337.4584,34,34,2.914286,2.258148,3350.683960
S4_weighted,117,3310.3873,48,48,4.114286,2.094401,4744.104077
S4_weighted,118,3513.6321,51,51,4.371429,2.224373,5036.958962
S4_weighted,119,3440.6286,50,50,4.285714,2.343341,4933.598547
S4_weighted,120,3098.9361,45,45,3.857143,2.337723,4441.922919
S4_weighted,121,2974.1616,43,43,3.685714,2.232968,4257.462730
S4_weighted,122,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,123,1858.7815,27,27,2.314286,2.363840,2661.689980
S4_weighted,124,3713.0005,54,54,4.628571,2.207446,5326.378188
S4_weighted,125,3252.4642,47,47,4.028571,2.205676,4655.847152
S4_weighted,126,3176.8012,46,46,3.942857,2.230457,4550.109779
S4_weighted,127,2563.3261,37,37,3.171429,2.330654,3666.334151
S4_weighted,128,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,129,3109.3060,45,45,3.857143,2.243971,4452.574135
S4_weighted,130,2816.6578,41,41,3.514286,2.418728,4039.401663
S4_weighted,131,2428.8281,35,35,3.000000,2.419642,3471.569206
S4_weighted,132,3369.0868,49,49,4.200000,2.228262,4832.402021
S4_weighted,133,3039.0771,44,44,3.771429,2.226167,4352.398647
S4_weighted,134,3713.0005,54,54,4.628571,2.207446,5326.378188
S4_weighted,135,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,136,2967.4392,43,43,3.685714,2.311291,4250.505299
S4_weighted,137,3508.8224,51,51,4.371429,2.259839,5032.042902
S4_weighted,138,3167.0393,46,46,3.942857,2.222364,4540.372197
S4_weighted,139,2755.4404,40,40,3.428571,2.406027,3948.222308
S4_weighted,140,2892.2675,42,42,3.600000,2.209400,4145.639340
S4_weighted,141,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,142,2960.9158,43,43,3.685714,2.119231,4244.558136
S4_weighted,143,3017.1816,44,44,3.771429,2.296601,4330.291844
S4_weighted,144,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,145,2819.6510,41,41,3.514286,2.231279,4042.957180
S4_weighted,146,2818.0077,41,41,3.514286,2.234634,4041.303845
S4_weighted,147,2885.0693,42,42,3.600000,2.273244,4138.249562
S4_weighted,148,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,149,3636.8751,53,53,4.542857,2.256512,5220.105555
S4_weighted,150,2885.7458,42,42,3.600000,2.337411,4138.733528
S4_weighted,151,3164.6625,46,46,3.942857,2.232137,4537.966075
S4_weighted,152,3023.4538,44,44,3.771429,2.312788,4336.515434
S4_weighted,153,2480.6968,36,36,3.085714,2.224604,3554.023003
S4_weighted,154,3306.7800,48,48,4.114286,2.157690,4740.306898
S4_weighted,155,3170.0913,46,46,3.942857,2.156316,4543.622309
S4_weighted,156,2956.7774,43,43,3.685714,2.277563,4239.944755
S4_weighted,157,3030.0267,44,44,3.771429,2.245964,4343.288813
S4_weighted,158,3168.7196,46,46,3.942857,2.438334,4541.404615
S4_weighted,159,3305.1959,48,48,4.114286,2.235736,4738.488724
S4_weighted,160,3513.6321,51,51,4.371429,2.224373,5036.958962
S4_weighted,161,2818.0077,41,41,3.514286,2.234634,4041.303845
S4_weighted,162,3170.2659,46,46,3.942857,2.323532,4543.295263
S4_weighted,163,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,164,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,165,3167.0393,46,46,3.942857,2.222364,4540.372197
S4_weighted,166,3309.4743,48,48,4.114286,2.292581,4742.596600
S4_weighted,167,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,168,2953.5295,43,43,3.685714,2.422373,4236.262384
S4_weighted,169,2819.6510,41,41,3.514286,2.231279,4042.957180
S4_weighted,170,3444.7276,50,50,4.285714,2.129561,4938.338932
S4_weighted,171,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,172,3642.6607,53,53,4.542857,2.288959,5225.793858
S4_weighted,173,2322.9486,34,34,2.914286,2.191667,3336.373611
S4_weighted,174,2614.1411,38,38,3.257143,2.331472,3747.146673
S4_weighted,175,2896.4429,42,42,3.600000,2.231718,4149.747731
S4_weighted,176,3230.8474,47,47,4.028571,2.243423,4634.117117
S4_weighted,177,2958.5458,43,43,3.685714,2.306651,4241.625803
S4_weighted,178,2967.4392,43,43,3.685714,2.311291,4250.505299
S4_weighted,179,2746.8946,40,40,3.428571,2.547780,3939.251279
S4_weighted,180,3039.0771,44,44,3.771429,2.226167,4352.398647
S4_weighted,181,3444.7276,50,50,4.285714,2.129561,4938.338932
S4_weighted,182,2885.0693,42,42,3.600000,2.273244,4138.249562
S4_weighted,183,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,184,3168.7196,46,46,3.942857,2.438334,4541.404615
S4_weighted,185,3309.2524,48,48,4.114286,2.217072,4742.601222
S4_weighted,186,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,187,3037.7530,44,44,3.771429,2.224168,4351.080474
S4_weighted,188,2956.3327,43,43,3.685714,2.292500,4239.455210
S4_weighted,189,2956.3327,43,43,3.685714,2.292500,4239.455210
S4_weighted,190,3112.9663,45,45,3.857143,2.238335,4456.251290
S4_weighted,191,3309.4743,48,48,4.114286,2.292581,4742.596600
S4_weighted,192,3363.2526,49,49,4.200000,2.239586,4826.533882
S4_weighted,193,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,194,3439.3953,50,50,4.285714,2.182244,4932.848541
S4_weighted,195,3028.2144,44,44,3.771429,2.388969,4341.047513
S4_weighted,196,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,197,3439.3953,50,50,4.285714,2.182244,4932.848541
S4_weighted,198,2689.8694,39,39,3.342857,2.404944,3852.654598
S4_weighted,199,2600.5490,38,38,3.257143,2.241892,3733.823314
S4_weighted,200,2751.2277,40,40,3.428571,2.333792,3944.226276
S4_weighted,201,2751.2277,40,40,3.428571,2.333792,3944.226276
S4_weighted,202,3021.6518,44,44,3.771429,2.227897,4334.968152
S4_weighted,203,3312.5481,48,48,4.114286,2.222481,4745.880672
S4_weighted,204,3048.3845,44,44,3.771429,2.163292,4361.894606
S4_weighted,205,2953.5295,43,43,3.685714,2.422373,4236.262384
S4_weighted,206,3096.1744,45,45,3.857143,2.258638,4439.398511
S4_weighted,207,3512.0888,51,51,4.371429,2.225443,5035.412426
S4_weighted,208,3159.3043,46,46,3.942857,2.192594,4532.726506
S4_weighted,209,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,210,2974.1616,43,43,3.685714,2.232968,4257.462730
S4_weighted,211,3159.3043,46,46,3.942857,2.192594,4532.726506
S4_weighted,212,3312.5481,48,48,4.114286,2.222481,4745.880672
S4_weighted,213,2969.5238,43,43,3.685714,2.248528,4252.778200
S4_weighted,214,3854.7000,56,56,4.800000,2.177419,5528.167695
S4_weighted,215,2614.1411,38,38,3.257143,2.331472,3747.146673
S4_weighted,216,3098.9361,45,45,3.857143,2.337723,4441.922919
S4_weighted,217,3452.5635,50,50,4.285714,2.183613,4946.012701
S4_weighted,218,3175.2328,46,46,3.942857,2.307332,4548.310840
