scenario,bestIter,target,penalty,bestJ,bestProfit,bestProduced,bestGood,best_th,best_epp,best_cpp,best_avgLead,best_avgTard,best_oeeLine,best_thr_M1,best_pm_M1,best_mttf_M1,best_mttr_M1,best_thr_M2,best_pm_M2,best_mttf_M2,best_mttr_M2,best_thr_M3,best_pm_M3,best_mttf_M3,best_mttr_M3,best_thr_M4,best_pm_M4,best_mttf_M4,best_mttr_M4,best_thr_M5,best_pm_M5,best_mttf_M5,best_mttr_M5,best_thr_J1,best_pm_J1,best_mttf_J1,best_mttr_J1
S3_profit_targetPenalty,172,70.0,25.0,1273.521309,2223.5213,32,32,4.800000,2.059836,0.617951,500.464088,0.000000,0.800000,120.0,55.0,1500.0,5.0,120.0,50.0,1000.0,5.0,140.0,5.0,200.0,15.0,140.0,5.0,700.0,45.0,20.0,40.0,1400.0,35.0,40.0,55.0,200.0,15.0
