scenario,bestIter,bestJ,bestProfit,bestProduced,bestGood,best_th,best_epp,best_cpp,best_avgLead,best_avgTard,best_oeeLine,best_thr_M1,best_pm_M1,best_mttf_M1,best_mttr_M1,best_thr_M2,best_pm_M2,best_mttf_M2,best_mttr_M2,best_thr_M3,best_pm_M3,best_mttf_M3,best_mttr_M3,best_thr_M4,best_pm_M4,best_mttf_M4,best_mttr_M4,best_thr_M5,best_pm_M5,best_mttf_M5,best_mttr_M5,best_thr_J1,best_pm_J1,best_mttf_J1,best_mttr_J1
S2_profit_plus_good,67,4694.699951,3854.7000,56,56,4.800000,2.177419,0.653226,654.489418,12.434353,0.800000,160.0,20.0,1200.0,55.0,60.0,15.0,400.0,10.0,40.0,10.0,900.0,50.0,120.0,15.0,1400.0,40.0,40.0,25.0,1000.0,15.0,180.0,5.0,300.0,45.0
