scenario,bestIter,bestJ,bestProfit,bestProduced,bestGood,best_th,best_epp,best_cpp,best_avgLead,best_avgTard,best_oeeLine,best_thr_M1,best_pm_M1,best_mttf_M1,best_mttr_M1,best_thr_M2,best_pm_M2,best_mttf_M2,best_mttr_M2,best_thr_M3,best_pm_M3,best_mttf_M3,best_mttr_M3,best_thr_M4,best_pm_M4,best_mttf_M4,best_mttr_M4,best_thr_M5,best_pm_M5,best_mttf_M5,best_mttr_M5,best_thr_J1,best_pm_J1,best_mttf_J1,best_mttr_J1
S5_weighted,88,5709.882660,4065.2878,59,59,5.057143,2.175675,0.652703,627.861167,11.057961,0.842857,80.0,15.0,200.0,30.0,20.0,15.0,300.0,30.0,120.0,5.0,900.0,5.0,180.0,35.0,700.0,50.0,80.0,55.0,500.0,5.0,60.0,15.0,1400.0,35.0
