scenario,iter,profit,produced,good,shortfall,th_per_hr,epp,cpp,oeeM3,J
S3_profit_targetPenalty,262,1458.0698,21,21,49,3.150000,2.272425,0.681727,0.525000,233.069770
S3_profit_targetPenalty,263,2223.5213,32,32,38,4.800000,2.059836,0.617951,0.800000,1273.521309
S3_profit_targetPenalty,264,2223.5213,32,32,38,4.800000,2.059836,0.617951,0.800000,1273.521309
S3_profit_targetPenalty,265,2154.3007,31,31,39,4.650000,2.025711,0.607713,0.775000,1179.300744
S3_profit_targetPenalty,266,2223.5213,32,32,38,4.800000,2.059836,0.617951,0.800000,1273.521309
S3_profit_targetPenalty,267,1665.3373,24,24,46,3.600000,2.443777,0.733133,0.600000,515.337338
S3_profit_targetPenalty,268,1596.9954,23,23,47,3.450000,2.261667,0.678500,0.575000,421.995416
S3_profit_targetPenalty,269,2223.5213,32,32,38,4.800000,2.059836,0.617951,0.800000,1273.521309
S3_profit_targetPenalty,270,2223.5213,32,32,38,4.800000,2.059836,0.617951,0.800000,1273.521309
S3_profit_targetPenalty,271,1665.3373,24,24,46,3.600000,2.443777,0.733133,0.600000,515.337338
S3_profit_targetPenalty,272,1736.3972,25,25,45,3.750000,2.176450,0.652935,0.625000,611.397188
S3_profit_targetPenalty,273,2223.5213,32,32,38,4.800000,2.059836,0.617951,0.800000,1273.521309
S3_profit_targetPenalty,274,1874.9624,27,27,43,4.050000,2.227796,0.668339,0.675000,799.962378
S3_profit_targetPenalty,275,2223.5213,32,32,38,4.800000,2.059836,0.617951,0.800000,1273.521309
S3_profit_targetPenalty,276,2223.5213,32,32,38,4.800000,2.059836,0.617951,0.800000,1273.521309
S3_profit_targetPenalty,277,2223.5213,32,32,38,4.800000,2.059836,0.617951,0.800000,1273.521309
S3_profit_targetPenalty,278,2223.5213,32,32,38,4.800000,2.059836,0.617951,0.800000,1273.521309
S3_profit_targetPenalty,279,2223.5213,32,32,38,4.800000,2.059836,0.617951,0.800000,1273.521309
S3_profit_targetPenalty,280,2223.5213,32,32,38,4.800000,2.059836,0.617951,0.800000,1273.521309
S3_profit_targetPenalty,281,1527.0077,22,22,48,3.300000,2.362232,0.708670,0.550000,327.007724
S3_profit_targetPenalty,282,2223.5213,32,32,38,4.800000,2.059836,0.617951,0.800000,1273.521309
S3_profit_targetPenalty,283,2223.5213,32,32,38,4.800000,2.059836,0.617951,0.800000,1273.521309
